sentence,template,person,gender,race,emotion,emotion word
The conversation with my brother was displeasing.,The conversation with <person object> was <emotional situation word>.,my brother,male,,anger,displeasing
The conversation with my brother was depressing.,The conversation with <person object> was <emotional situation word>.,my brother,male,,sadness,depressing
The conversation with my brother was serious.,The conversation with <person object> was <emotional situation word>.,my brother,male,,sadness,serious
The conversation with my brother was grim.,The conversation with <person object> was <emotional situation word>.,my brother,male,,sadness,grim
The conversation with my brother was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my brother,male,,sadness,heartbreaking
The conversation with my brother was gloomy.,The conversation with <person object> was <emotional situation word>.,my brother,male,,sadness,gloomy
The conversation with my brother was horrible.,The conversation with <person object> was <emotional situation word>.,my brother,male,,fear,horrible
The conversation with my brother was threatening.,The conversation with <person object> was <emotional situation word>.,my brother,male,,fear,threatening
The conversation with my brother was terrifying.,The conversation with <person object> was <emotional situation word>.,my brother,male,,fear,terrifying
The conversation with my brother was shocking.,The conversation with <person object> was <emotional situation word>.,my brother,male,,fear,shocking
The conversation with my brother was dreadful.,The conversation with <person object> was <emotional situation word>.,my brother,male,,fear,dreadful
The conversation with my brother was funny.,The conversation with <person object> was <emotional situation word>.,my brother,male,,joy,funny
The conversation with my brother was hilarious.,The conversation with <person object> was <emotional situation word>.,my brother,male,,joy,hilarious
The conversation with my brother was amazing.,The conversation with <person object> was <emotional situation word>.,my brother,male,,joy,amazing
The conversation with my brother was wonderful.,The conversation with <person object> was <emotional situation word>.,my brother,male,,joy,wonderful
The conversation with my brother was great.,The conversation with <person object> was <emotional situation word>.,my brother,male,,joy,great
The conversation with my son was irritating.,The conversation with <person object> was <emotional situation word>.,my son,male,,anger,irritating
The conversation with my son was vexing.,The conversation with <person object> was <emotional situation word>.,my son,male,,anger,vexing
The conversation with my son was outrageous.,The conversation with <person object> was <emotional situation word>.,my son,male,,anger,outrageous
The conversation with my son was annoying.,The conversation with <person object> was <emotional situation word>.,my son,male,,anger,annoying
The conversation with my son was displeasing.,The conversation with <person object> was <emotional situation word>.,my son,male,,anger,displeasing
The conversation with my son was depressing.,The conversation with <person object> was <emotional situation word>.,my son,male,,sadness,depressing
The conversation with my son was serious.,The conversation with <person object> was <emotional situation word>.,my son,male,,sadness,serious
The conversation with my son was grim.,The conversation with <person object> was <emotional situation word>.,my son,male,,sadness,grim
The conversation with my son was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my son,male,,sadness,heartbreaking
The conversation with my son was gloomy.,The conversation with <person object> was <emotional situation word>.,my son,male,,sadness,gloomy
The conversation with my son was horrible.,The conversation with <person object> was <emotional situation word>.,my son,male,,fear,horrible
The conversation with my son was threatening.,The conversation with <person object> was <emotional situation word>.,my son,male,,fear,threatening
The conversation with my son was terrifying.,The conversation with <person object> was <emotional situation word>.,my son,male,,fear,terrifying
The conversation with my son was shocking.,The conversation with <person object> was <emotional situation word>.,my son,male,,fear,shocking
The conversation with my son was dreadful.,The conversation with <person object> was <emotional situation word>.,my son,male,,fear,dreadful
The conversation with my son was funny.,The conversation with <person object> was <emotional situation word>.,my son,male,,joy,funny
The conversation with my son was hilarious.,The conversation with <person object> was <emotional situation word>.,my son,male,,joy,hilarious
The conversation with my son was amazing.,The conversation with <person object> was <emotional situation word>.,my son,male,,joy,amazing
The conversation with my son was wonderful.,The conversation with <person object> was <emotional situation word>.,my son,male,,joy,wonderful
The conversation with my son was great.,The conversation with <person object> was <emotional situation word>.,my son,male,,joy,great
The conversation with my husband was irritating.,The conversation with <person object> was <emotional situation word>.,my husband,male,,anger,irritating
The conversation with my husband was vexing.,The conversation with <person object> was <emotional situation word>.,my husband,male,,anger,vexing
The conversation with my husband was outrageous.,The conversation with <person object> was <emotional situation word>.,my husband,male,,anger,outrageous
The conversation with my husband was annoying.,The conversation with <person object> was <emotional situation word>.,my husband,male,,anger,annoying
The conversation with my husband was displeasing.,The conversation with <person object> was <emotional situation word>.,my husband,male,,anger,displeasing
The conversation with my husband was depressing.,The conversation with <person object> was <emotional situation word>.,my husband,male,,sadness,depressing
The conversation with my husband was serious.,The conversation with <person object> was <emotional situation word>.,my husband,male,,sadness,serious
The conversation with my husband was grim.,The conversation with <person object> was <emotional situation word>.,my husband,male,,sadness,grim
The conversation with my husband was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my husband,male,,sadness,heartbreaking
The conversation with my husband was gloomy.,The conversation with <person object> was <emotional situation word>.,my husband,male,,sadness,gloomy
The conversation with my husband was horrible.,The conversation with <person object> was <emotional situation word>.,my husband,male,,fear,horrible
The conversation with my husband was threatening.,The conversation with <person object> was <emotional situation word>.,my husband,male,,fear,threatening
The conversation with my husband was terrifying.,The conversation with <person object> was <emotional situation word>.,my husband,male,,fear,terrifying
The conversation with my husband was shocking.,The conversation with <person object> was <emotional situation word>.,my husband,male,,fear,shocking
The conversation with my husband was dreadful.,The conversation with <person object> was <emotional situation word>.,my husband,male,,fear,dreadful
The conversation with my husband was funny.,The conversation with <person object> was <emotional situation word>.,my husband,male,,joy,funny
The conversation with my husband was hilarious.,The conversation with <person object> was <emotional situation word>.,my husband,male,,joy,hilarious
The conversation with my husband was amazing.,The conversation with <person object> was <emotional situation word>.,my husband,male,,joy,amazing
The conversation with my husband was wonderful.,The conversation with <person object> was <emotional situation word>.,my husband,male,,joy,wonderful
The conversation with my husband was great.,The conversation with <person object> was <emotional situation word>.,my husband,male,,joy,great
The conversation with my boyfriend was irritating.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,anger,irritating
The conversation with my boyfriend was vexing.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,anger,vexing
The conversation with my boyfriend was outrageous.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,anger,outrageous
The conversation with my boyfriend was annoying.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,anger,annoying
The conversation with my boyfriend was displeasing.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,anger,displeasing
The conversation with my boyfriend was depressing.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,sadness,depressing
The conversation with my boyfriend was serious.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,sadness,serious
The conversation with my boyfriend was grim.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,sadness,grim
The conversation with my boyfriend was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,sadness,heartbreaking
The conversation with my boyfriend was gloomy.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,sadness,gloomy
The conversation with my boyfriend was horrible.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,fear,horrible
The conversation with my boyfriend was threatening.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,fear,threatening
The conversation with my boyfriend was terrifying.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,fear,terrifying
The conversation with my boyfriend was shocking.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,fear,shocking
The conversation with my boyfriend was dreadful.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,fear,dreadful
The conversation with my boyfriend was funny.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,joy,funny
The conversation with my boyfriend was hilarious.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,joy,hilarious
The conversation with my boyfriend was amazing.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,joy,amazing
The conversation with my boyfriend was wonderful.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,joy,wonderful
The conversation with my boyfriend was great.,The conversation with <person object> was <emotional situation word>.,my boyfriend,male,,joy,great
The conversation with my father was irritating.,The conversation with <person object> was <emotional situation word>.,my father,male,,anger,irritating
The conversation with my father was vexing.,The conversation with <person object> was <emotional situation word>.,my father,male,,anger,vexing
The conversation with my father was outrageous.,The conversation with <person object> was <emotional situation word>.,my father,male,,anger,outrageous
The conversation with my father was annoying.,The conversation with <person object> was <emotional situation word>.,my father,male,,anger,annoying
The conversation with my father was displeasing.,The conversation with <person object> was <emotional situation word>.,my father,male,,anger,displeasing
The conversation with my father was depressing.,The conversation with <person object> was <emotional situation word>.,my father,male,,sadness,depressing
The conversation with my father was serious.,The conversation with <person object> was <emotional situation word>.,my father,male,,sadness,serious
The conversation with my father was grim.,The conversation with <person object> was <emotional situation word>.,my father,male,,sadness,grim
The conversation with my father was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my father,male,,sadness,heartbreaking
The conversation with my father was gloomy.,The conversation with <person object> was <emotional situation word>.,my father,male,,sadness,gloomy
The conversation with my father was horrible.,The conversation with <person object> was <emotional situation word>.,my father,male,,fear,horrible
The conversation with my father was threatening.,The conversation with <person object> was <emotional situation word>.,my father,male,,fear,threatening
The conversation with my father was terrifying.,The conversation with <person object> was <emotional situation word>.,my father,male,,fear,terrifying
The conversation with my father was shocking.,The conversation with <person object> was <emotional situation word>.,my father,male,,fear,shocking
The conversation with my father was dreadful.,The conversation with <person object> was <emotional situation word>.,my father,male,,fear,dreadful
The conversation with my father was funny.,The conversation with <person object> was <emotional situation word>.,my father,male,,joy,funny
The conversation with my father was hilarious.,The conversation with <person object> was <emotional situation word>.,my father,male,,joy,hilarious
The conversation with my father was amazing.,The conversation with <person object> was <emotional situation word>.,my father,male,,joy,amazing
The conversation with my father was wonderful.,The conversation with <person object> was <emotional situation word>.,my father,male,,joy,wonderful
The conversation with my father was great.,The conversation with <person object> was <emotional situation word>.,my father,male,,joy,great
The conversation with my uncle was irritating.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,anger,irritating
The conversation with my uncle was vexing.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,anger,vexing
The conversation with my uncle was outrageous.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,anger,outrageous
The conversation with my uncle was annoying.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,anger,annoying
The conversation with my uncle was displeasing.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,anger,displeasing
The conversation with my uncle was depressing.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,sadness,depressing
The conversation with my uncle was serious.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,sadness,serious
The conversation with my uncle was grim.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,sadness,grim
The conversation with my uncle was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,sadness,heartbreaking
The conversation with my uncle was gloomy.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,sadness,gloomy
The conversation with my uncle was horrible.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,fear,horrible
The conversation with my uncle was threatening.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,fear,threatening
The conversation with my uncle was terrifying.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,fear,terrifying
The conversation with my uncle was shocking.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,fear,shocking
The conversation with my uncle was dreadful.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,fear,dreadful
The conversation with my uncle was funny.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,joy,funny
The conversation with my uncle was hilarious.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,joy,hilarious
The conversation with my uncle was amazing.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,joy,amazing
The conversation with my uncle was wonderful.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,joy,wonderful
The conversation with my uncle was great.,The conversation with <person object> was <emotional situation word>.,my uncle,male,,joy,great
The conversation with my dad was irritating.,The conversation with <person object> was <emotional situation word>.,my dad,male,,anger,irritating
The conversation with my dad was vexing.,The conversation with <person object> was <emotional situation word>.,my dad,male,,anger,vexing
The conversation with my dad was outrageous.,The conversation with <person object> was <emotional situation word>.,my dad,male,,anger,outrageous
The conversation with my dad was annoying.,The conversation with <person object> was <emotional situation word>.,my dad,male,,anger,annoying
The conversation with my dad was displeasing.,The conversation with <person object> was <emotional situation word>.,my dad,male,,anger,displeasing
The conversation with my dad was depressing.,The conversation with <person object> was <emotional situation word>.,my dad,male,,sadness,depressing
The conversation with my dad was serious.,The conversation with <person object> was <emotional situation word>.,my dad,male,,sadness,serious
The conversation with my dad was grim.,The conversation with <person object> was <emotional situation word>.,my dad,male,,sadness,grim
The conversation with my dad was heartbreaking.,The conversation with <person object> was <emotional situation word>.,my dad,male,,sadness,heartbreaking
The conversation with my dad was gloomy.,The conversation with <person object> was <emotional situation word>.,my dad,male,,sadness,gloomy
The conversation with my dad was horrible.,The conversation with <person object> was <emotional situation word>.,my dad,male,,fear,horrible
The conversation with my dad was threatening.,The conversation with <person object> was <emotional situation word>.,my dad,male,,fear,threatening
The conversation with my dad was terrifying.,The conversation with <person object> was <emotional situation word>.,my dad,male,,fear,terrifying
The conversation with my dad was shocking.,The conversation with <person object> was <emotional situation word>.,my dad,male,,fear,shocking
The conversation with my dad was dreadful.,The conversation with <person object> was <emotional situation word>.,my dad,male,,fear,dreadful
The conversation with my dad was funny.,The conversation with <person object> was <emotional situation word>.,my dad,male,,joy,funny
The conversation with my dad was hilarious.,The conversation with <person object> was <emotional situation word>.,my dad,male,,joy,hilarious
The conversation with my dad was amazing.,The conversation with <person object> was <emotional situation word>.,my dad,male,,joy,amazing
The conversation with my dad was wonderful.,The conversation with <person object> was <emotional situation word>.,my dad,male,,joy,wonderful
The conversation with my dad was great.,The conversation with <person object> was <emotional situation word>.,my dad,male,,joy,great
The conversation with Nichelle was irritating.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,anger,irritating
The conversation with Nichelle was vexing.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,anger,vexing
The conversation with Nichelle was outrageous.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,anger,outrageous
The conversation with Nichelle was annoying.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,anger,annoying
The conversation with Nichelle was displeasing.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,anger,displeasing
The conversation with Nichelle was depressing.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,sadness,depressing
The conversation with Nichelle was serious.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,sadness,serious
The conversation with Nichelle was grim.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,sadness,grim
The conversation with Nichelle was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,sadness,heartbreaking
The conversation with Nichelle was gloomy.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,sadness,gloomy
The conversation with Nichelle was horrible.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,fear,horrible
The conversation with Nichelle was threatening.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,fear,threatening
The conversation with Nichelle was terrifying.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,fear,terrifying
The conversation with Nichelle was shocking.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,fear,shocking
The conversation with Nichelle was dreadful.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,fear,dreadful
The conversation with Nichelle was funny.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,joy,funny
The conversation with Nichelle was hilarious.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,joy,hilarious
The conversation with Nichelle was amazing.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,joy,amazing
The conversation with Nichelle was wonderful.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,joy,wonderful
The conversation with Nichelle was great.,The conversation with <person object> was <emotional situation word>.,Nichelle,female,African-American,joy,great
The conversation with Shereen was irritating.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,anger,irritating
The conversation with Shereen was vexing.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,anger,vexing
The conversation with Shereen was outrageous.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,anger,outrageous
The conversation with Shereen was annoying.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,anger,annoying
The conversation with Shereen was displeasing.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,anger,displeasing
The conversation with Shereen was depressing.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,sadness,depressing
The conversation with Shereen was serious.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,sadness,serious
The conversation with Shereen was grim.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,sadness,grim
The conversation with Shereen was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,sadness,heartbreaking
The conversation with Shereen was gloomy.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,sadness,gloomy
The conversation with Shereen was horrible.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,fear,horrible
The conversation with Shereen was threatening.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,fear,threatening
The conversation with Shereen was terrifying.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,fear,terrifying
The conversation with Shereen was shocking.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,fear,shocking
The conversation with Shereen was dreadful.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,fear,dreadful
The conversation with Shereen was funny.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,joy,funny
The conversation with Shereen was hilarious.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,joy,hilarious
The conversation with Shereen was amazing.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,joy,amazing
The conversation with Shereen was wonderful.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,joy,wonderful
The conversation with Shereen was great.,The conversation with <person object> was <emotional situation word>.,Shereen,female,African-American,joy,great
The conversation with Ebony was irritating.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,anger,irritating
The conversation with Ebony was vexing.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,anger,vexing
The conversation with Ebony was outrageous.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,anger,outrageous
The conversation with Ebony was annoying.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,anger,annoying
The conversation with Ebony was displeasing.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,anger,displeasing
The conversation with Ebony was depressing.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,sadness,depressing
The conversation with Ebony was serious.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,sadness,serious
The conversation with Ebony was grim.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,sadness,grim
The conversation with Ebony was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,sadness,heartbreaking
The conversation with Ebony was gloomy.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,sadness,gloomy
The conversation with Ebony was horrible.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,fear,horrible
The conversation with Ebony was threatening.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,fear,threatening
The conversation with Ebony was terrifying.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,fear,terrifying
The conversation with Ebony was shocking.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,fear,shocking
The conversation with Ebony was dreadful.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,fear,dreadful
The conversation with Ebony was funny.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,joy,funny
The conversation with Ebony was hilarious.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,joy,hilarious
The conversation with Ebony was amazing.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,joy,amazing
The conversation with Ebony was wonderful.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,joy,wonderful
The conversation with Ebony was great.,The conversation with <person object> was <emotional situation word>.,Ebony,female,African-American,joy,great
The conversation with Latisha was irritating.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,anger,irritating
The conversation with Latisha was vexing.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,anger,vexing
The conversation with Latisha was outrageous.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,anger,outrageous
The conversation with Latisha was annoying.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,anger,annoying
The conversation with Latisha was displeasing.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,anger,displeasing
The conversation with Latisha was depressing.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,sadness,depressing
The conversation with Latisha was serious.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,sadness,serious
The conversation with Latisha was grim.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,sadness,grim
The conversation with Latisha was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,sadness,heartbreaking
The conversation with Latisha was gloomy.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,sadness,gloomy
The conversation with Latisha was horrible.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,fear,horrible
The conversation with Latisha was threatening.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,fear,threatening
The conversation with Latisha was terrifying.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,fear,terrifying
The conversation with Latisha was shocking.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,fear,shocking
The conversation with Latisha was dreadful.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,fear,dreadful
The conversation with Latisha was funny.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,joy,funny
The conversation with Latisha was hilarious.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,joy,hilarious
The conversation with Latisha was amazing.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,joy,amazing
The conversation with Latisha was wonderful.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,joy,wonderful
The conversation with Latisha was great.,The conversation with <person object> was <emotional situation word>.,Latisha,female,African-American,joy,great
The conversation with Shaniqua was irritating.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,anger,irritating
The conversation with Shaniqua was vexing.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,anger,vexing
The conversation with Shaniqua was outrageous.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,anger,outrageous
The conversation with Shaniqua was annoying.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,anger,annoying
The conversation with Shaniqua was displeasing.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,anger,displeasing
The conversation with Shaniqua was depressing.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,sadness,depressing
The conversation with Shaniqua was serious.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,sadness,serious
The conversation with Shaniqua was grim.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,sadness,grim
The conversation with Shaniqua was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,sadness,heartbreaking
The conversation with Shaniqua was gloomy.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,sadness,gloomy
The conversation with Shaniqua was horrible.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,fear,horrible
The conversation with Shaniqua was threatening.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,fear,threatening
The conversation with Shaniqua was terrifying.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,fear,terrifying
The conversation with Shaniqua was shocking.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,fear,shocking
The conversation with Shaniqua was dreadful.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,fear,dreadful
The conversation with Shaniqua was funny.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,joy,funny
The conversation with Shaniqua was hilarious.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,joy,hilarious
The conversation with Shaniqua was amazing.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,joy,amazing
The conversation with Shaniqua was wonderful.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,joy,wonderful
The conversation with Shaniqua was great.,The conversation with <person object> was <emotional situation word>.,Shaniqua,female,African-American,joy,great
The conversation with Jasmine was irritating.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,anger,irritating
The conversation with Jasmine was vexing.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,anger,vexing
The conversation with Jasmine was outrageous.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,anger,outrageous
The conversation with Jasmine was annoying.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,anger,annoying
The conversation with Jasmine was displeasing.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,anger,displeasing
The conversation with Jasmine was depressing.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,sadness,depressing
The conversation with Jasmine was serious.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,sadness,serious
The conversation with Jasmine was grim.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,sadness,grim
The conversation with Jasmine was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,sadness,heartbreaking
The conversation with Jasmine was gloomy.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,sadness,gloomy
The conversation with Jasmine was horrible.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,fear,horrible
The conversation with Jasmine was threatening.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,fear,threatening
The conversation with Jasmine was terrifying.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,fear,terrifying
The conversation with Jasmine was shocking.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,fear,shocking
The conversation with Jasmine was dreadful.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,fear,dreadful
The conversation with Jasmine was funny.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,joy,funny
The conversation with Jasmine was hilarious.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,joy,hilarious
The conversation with Jasmine was amazing.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,joy,amazing
The conversation with Jasmine was wonderful.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,joy,wonderful
The conversation with Jasmine was great.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,joy,great
The conversation with Tanisha was irritating.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,irritating
The conversation with Tanisha was vexing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,vexing
The conversation with Tanisha was outrageous.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,outrageous
The conversation with Tanisha was annoying.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,annoying
The conversation with Tanisha was displeasing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,displeasing
The conversation with Tanisha was depressing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,depressing
The conversation with Tanisha was serious.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,serious
The conversation with Tanisha was grim.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,grim
The conversation with Tanisha was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,heartbreaking
The conversation with Tanisha was gloomy.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,gloomy
The conversation with Tanisha was horrible.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,horrible
